Date,Campaign,Channel,Impressions,Clicks,Conversions,Cost,Revenue,CTR,CPC,CVR,ROI
2025-10-24,Campaign_008,Facebook,36775,2404,106,214.89,2554.71,6.54,0.09,4.41,1088.85
2025-10-23,Campaign_003,Twitter,39322,4287,64,829.46,3535.1,10.9,0.19,1.49,326.19
2025-10-22,Campaign_003,Instagram,70415,3032,187,2465.64,8659.23,4.31,0.81,6.17,251.2
2025-10-21,Campaign_006,Instagram,91079,3181,29,3400.33,5004.74,3.49,1.07,0.91,47.18
2025-10-20,Campaign_004,Google Ads,6575,2451,129,1440.88,6837.37,37.28,0.59,5.26,374.53
2025-10-19,Campaign_007,Facebook,28988,3170,83,1858.12,4115.34,10.94,0.59,2.62,121.48
2025-10-18,Campaign_003,Twitter,38108,1228,175,4840.46,6844.82,3.22,3.94,14.25,41.41
2025-10-17,Campaign_002,Instagram,12710,3929,62,2971.68,9070.88,30.91,0.76,1.58,205.24
2025-10-16,Campaign_004,Twitter,41234,990,192,4015.59,9640.73,2.4,4.06,19.39,140.08
2025-10-15,Campaign_005,Twitter,55488,236,137,2223.19,8632.07,0.43,9.42,58.05,288.27
2025-10-14,Campaign_007,LinkedIn,36935,4749,8,1822.41,4941.24,12.86,0.38,0.17,171.14
2025-10-13,Campaign_009,Instagram,88155,1775,29,186.19,1381.43,2.01,0.1,1.63,641.95
2025-10-12,Campaign_002,Google Ads,52432,3897,178,1798.54,6056.47,7.43,0.46,4.57,236.74
2025-10-11,Campaign_005,Facebook,27445,2948,76,4207.56,5461.94,10.74,1.43,2.58,29.81
2025-10-10,Campaign_010,Google Ads,59607,1480,190,388.68,5614.23,2.48,0.26,12.84,1344.44
2025-10-09,Campaign_001,Twitter,77033,4754,154,4441.57,6311.76,6.17,0.93,3.24,42.11
2025-10-08,Campaign_007,Google Ads,59058,1895,18,593.07,9508.65,3.21,0.31,0.95,1503.29
2025-10-07,Campaign_002,Twitter,19956,653,56,796.83,8127.4,3.27,1.22,8.58,919.97
2025-10-06,Campaign_001,Facebook,25356,1907,66,2985.54,6728.77,7.52,1.57,3.46,125.38
2025-10-05,Campaign_002,Twitter,46189,1674,147,4622.56,4616.35,3.62,2.76,8.78,-0.13
2025-10-04,Campaign_010,Facebook,17978,2928,160,4184.47,7607.99,16.29,1.43,5.46,81.81
2025-10-03,Campaign_003,LinkedIn,50182,3964,179,1664.63,728.22,7.9,0.42,4.52,-56.25
2025-10-02,Campaign_003,LinkedIn,6778,1443,116,3229.58,7785.52,21.29,2.24,8.04,141.07
2025-10-01,Campaign_002,Twitter,8954,4308,108,4335.03,2169.21,48.11,1.01,2.51,-49.96
2025-09-30,Campaign_006,Facebook,4761,4954,165,4915.75,363.96,104.05,0.99,3.33,-92.6
2025-09-29,Campaign_006,Google Ads,97242,2236,70,2804.01,1631.33,2.3,1.25,3.13,-41.82
2025-09-28,Campaign_005,Instagram,46509,1480,26,3751.3,806.99,3.18,2.53,1.76,-78.49
2025-09-27,Campaign_009,Instagram,7757,2112,188,2764.61,482.47,27.23,1.31,8.9,-82.55
2025-09-26,Campaign_004,Twitter,65580,1403,60,1090.74,7529.5,2.14,0.78,4.28,590.31
2025-09-25,Campaign_004,Google Ads,53242,2081,88,835.21,5957.97,3.91,0.4,4.23,613.35
2025-09-24,Campaign_001,Facebook,59748,4504,132,1801.1,5997.63,7.54,0.4,2.93,233.0
2025-09-23,Campaign_007,Twitter,89360,3559,185,1361.88,2092.08,3.98,0.38,5.2,53.62
2025-09-22,Campaign_009,LinkedIn,70958,803,85,4945.55,5171.87,1.13,6.16,10.59,4.58
2025-09-21,Campaign_006,Facebook,80150,4428,124,149.85,6739.7,5.52,0.03,2.8,4397.63
2025-09-20,Campaign_005,Google Ads,80309,2310,101,1878.72,4641.65,2.88,0.81,4.37,147.06
2025-09-19,Campaign_003,LinkedIn,84097,4768,144,2011.26,9842.43,5.67,0.42,3.02,389.37
2025-09-18,Campaign_007,LinkedIn,99062,2699,47,2267.9,2228.89,2.72,0.84,1.74,-1.72
2025-09-17,Campaign_007,Instagram,51457,3962,31,3082.0,4869.62,7.7,0.78,0.78,58.0
2025-09-16,Campaign_004,Twitter,76276,2140,68,552.26,8129.47,2.81,0.26,3.18,1372.04
2025-09-15,Campaign_007,Instagram,51919,3485,170,3511.69,7539.0,6.71,1.01,4.88,114.68
2025-09-14,Campaign_010,LinkedIn,39553,2702,139,1926.33,4073.07,6.83,0.71,5.14,111.44
2025-09-13,Campaign_007,Google Ads,22474,4551,73,3424.55,8183.56,20.25,0.75,1.6,138.97
2025-09-12,Campaign_004,Google Ads,73815,2741,132,2182.39,5299.28,3.71,0.8,4.82,142.82
2025-09-11,Campaign_005,Twitter,10642,2545,61,3949.12,6138.66,23.91,1.55,2.4,55.44
2025-09-10,Campaign_003,Facebook,66868,2182,128,3205.2,4317.28,3.26,1.47,5.87,34.7
2025-09-09,Campaign_007,Facebook,20740,1308,198,2775.56,8530.06,6.31,2.12,15.14,207.33
2025-09-08,Campaign_005,Instagram,2688,4245,182,377.55,2799.43,157.92,0.09,4.29,641.47
2025-09-07,Campaign_004,Facebook,85416,3392,160,3438.78,5199.88,3.97,1.01,4.72,51.21
2025-09-06,Campaign_010,LinkedIn,42286,1798,76,1825.19,8787.64,4.25,1.02,4.23,381.46
2025-09-05,Campaign_007,Instagram,61963,1516,164,4795.33,5407.9,2.45,3.16,10.82,12.77
2025-12-03,Campaign_001,Instagram,28469,3835,150,2559.12,2403.78,13.47,0.67,3.91,-6.07
2025-12-02,Campaign_006,Facebook,50900,4881,19,3132.93,169.15,9.59,0.64,0.39,-94.6
2025-12-01,Campaign_002,Instagram,2202,3641,38,3165.24,6452.44,165.35,0.87,1.04,103.85
2025-11-30,Campaign_006,Facebook,80328,4051,162,439.61,2282.08,5.04,0.11,4.0,419.11
2025-11-29,Campaign_001,Instagram,23574,3167,119,2089.47,9382.01,13.43,0.66,3.76,349.01
2025-11-28,Campaign_006,LinkedIn,41010,4200,117,4559.35,4554.31,10.24,1.09,2.79,-0.11
2025-11-27,Campaign_001,LinkedIn,16142,3484,17,4655.94,3972.64,21.58,1.34,0.49,-14.68
2025-11-26,Campaign_007,Facebook,54965,423,86,2236.73,3566.02,0.77,5.29,20.33,59.43
2025-11-25,Campaign_004,Twitter,86176,1654,20,663.7,6678.0,1.92,0.4,1.21,906.18
2025-11-24,Campaign_003,Facebook,66566,137,155,1782.91,7933.36,0.21,13.01,113.14,344.97
2025-11-23,Campaign_008,Twitter,6102,4716,96,2582.36,8926.31,77.29,0.55,2.04,245.66
2025-11-22,Campaign_005,LinkedIn,50780,2582,6,215.77,7504.93,5.08,0.08,0.23,3378.21
2025-11-21,Campaign_010,Facebook,84869,581,30,2763.19,8421.21,0.68,4.76,5.16,204.76
2025-11-20,Campaign_003,Twitter,7152,2225,34,4139.45,4578.88,31.11,1.86,1.53,10.62
2025-11-19,Campaign_004,Google Ads,13803,4891,5,1765.31,1075.42,35.43,0.36,0.1,-39.08
2025-11-18,Campaign_004,Google Ads,1889,4076,131,805.32,8666.2,215.78,0.2,3.21,976.12
2025-11-17,Campaign_006,Twitter,4910,3727,126,1152.62,2375.2,75.91,0.31,3.38,106.07
2025-11-16,Campaign_004,Google Ads,10510,4385,141,2159.11,2219.34,41.72,0.49,3.22,2.79
2025-11-15,Campaign_008,Twitter,93049,4352,25,3829.43,6544.56,4.68,0.88,0.57,70.9
2025-11-14,Campaign_008,LinkedIn,59523,3361,106,1599.69,7204.99,5.65,0.48,3.15,350.4
2025-11-13,Campaign_005,Facebook,67681,2209,167,265.47,133.32,3.26,0.12,7.56,-49.78
2025-11-12,Campaign_003,LinkedIn,63136,3543,92,2415.38,1370.34,5.61,0.68,2.6,-43.27
2025-11-11,Campaign_001,Instagram,23144,2826,169,3402.82,9032.47,12.21,1.2,5.98,165.44
2025-11-10,Campaign_007,Twitter,62612,2188,48,2739.97,6528.89,3.49,1.25,2.19,138.28
2025-11-09,Campaign_004,Google Ads,69630,3468,130,3866.05,9509.15,4.98,1.11,3.75,145.97
2025-11-08,Campaign_008,LinkedIn,67434,3320,141,2340.5,8573.77,4.92,0.7,4.25,266.32
2025-11-07,Campaign_005,LinkedIn,61204,674,77,4637.93,8872.05,1.1,6.88,11.42,91.29
2025-11-06,Campaign_007,LinkedIn,49574,869,1,3619.9,6410.47,1.75,4.17,0.12,77.09
2025-11-05,Campaign_009,LinkedIn,93916,1841,116,2456.71,6413.37,1.96,1.33,6.3,161.06
2025-11-04,Campaign_001,LinkedIn,26234,2851,182,3529.72,7143.88,10.87,1.24,6.38,102.39
2025-11-03,Campaign_010,LinkedIn,74056,4245,159,1361.22,3094.56,5.73,0.32,3.75,127.34
2025-11-02,Campaign_007,Instagram,49862,2685,6,1885.83,3783.01,5.38,0.7,0.22,100.6
2025-11-01,Campaign_004,Facebook,88327,2093,69,2302.17,5747.51,2.37,1.1,3.3,149.66
2025-10-31,Campaign_008,Instagram,78073,999,34,3485.77,8748.12,1.28,3.49,3.4,150.97
2025-10-30,Campaign_009,Twitter,10568,4434,36,1333.51,6974.62,41.96,0.3,0.81,423.03
2025-10-29,Campaign_003,Twitter,85401,816,60,442.79,3453.69,0.96,0.54,7.35,679.98
2025-10-28,Campaign_008,Twitter,2775,3503,81,3613.85,5209.83,126.23,1.03,2.31,44.16
2025-10-27,Campaign_006,LinkedIn,58862,3654,66,4176.56,3484.44,6.21,1.14,1.81,-16.57
2025-10-26,Campaign_004,Instagram,64691,1014,140,2221.31,9017.49,1.57,2.19,13.81,305.95
2025-10-25,Campaign_001,LinkedIn,12172,620,191,3810.49,9429.78,5.09,6.15,30.81,147.47
2025-10-24,Campaign_004,LinkedIn,32139,3546,86,2899.02,4022.86,11.03,0.82,2.43,38.77
2025-10-23,Campaign_008,Facebook,60694,1417,183,2947.91,9685.99,2.33,2.08,12.91,228.57
2025-10-22,Campaign_008,Instagram,72628,329,32,4339.48,5944.79,0.45,13.19,9.73,36.99
2025-10-21,Campaign_001,Twitter,23259,2803,184,3844.68,6923.0,12.05,1.37,6.56,80.07
2025-10-20,Campaign_004,LinkedIn,21241,128,159,4271.95,2213.19,0.6,33.37,124.22,-48.19
2025-10-19,Campaign_002,Instagram,20507,3692,161,2869.33,2635.23,18.0,0.78,4.36,-8.16
2025-10-18,Campaign_001,LinkedIn,96612,678,166,2947.69,8766.57,0.7,4.35,24.48,197.4
2025-10-17,Campaign_005,LinkedIn,69665,731,77,1801.41,4189.9,1.05,2.46,10.53,132.59
2025-10-16,Campaign_010,Facebook,22063,1699,74,2940.63,5365.36,7.7,1.73,4.36,82.46
2025-10-15,Campaign_008,LinkedIn,68387,405,109,762.06,4901.9,0.59,1.88,26.91,543.24
2025-10-14,Campaign_006,LinkedIn,97320,2492,177,2014.4,7313.38,2.56,0.81,7.1,263.06
2025-10-13,Campaign_001,Twitter,79018,168,73,4353.38,5753.69,0.21,25.91,43.45,32.17
2025-10-12,Campaign_008,Instagram,50143,3481,187,4619.99,7896.76,6.94,1.33,5.37,70.93
2025-10-11,Campaign_003,Google Ads,40908,981,38,1071.92,5475.33,2.4,1.09,3.87,410.8
2025-10-10,Campaign_001,Google Ads,19442,743,46,2212.53,3899.34,3.82,2.98,6.19,76.24
2025-10-09,Campaign_006,Google Ads,62516,2032,36,2921.23,9010.42,3.25,1.44,1.77,208.45
2025-10-08,Campaign_006,Google Ads,99002,4404,1,880.45,1888.72,4.45,0.2,0.02,114.52
2025-10-07,Campaign_007,Facebook,63340,487,101,2962.85,9725.88,0.77,6.08,20.74,228.26
2025-10-06,Campaign_001,Facebook,81985,4960,178,911.02,5850.57,6.05,0.18,3.59,542.2
2025-10-05,Campaign_004,Twitter,95044,3174,137,4418.54,4954.27,3.34,1.39,4.32,12.12
2025-10-04,Campaign_004,Facebook,22074,28,24,2054.43,5533.5,0.13,73.37,85.71,169.34
2025-10-03,Campaign_010,Twitter,5610,1749,1,4690.1,5018.44,31.18,2.68,0.06,7.0
2025-10-02,Campaign_008,Facebook,26780,1791,55,2752.61,2145.93,6.69,1.54,3.07,-22.04
2025-10-01,Campaign_005,Google Ads,73529,3699,78,4981.74,1346.92,5.03,1.35,2.11,-72.96
2025-09-30,Campaign_005,Twitter,90637,2846,141,4027.24,6599.1,3.14,1.42,4.95,63.86
2025-09-29,Campaign_003,LinkedIn,72327,2934,190,1313.33,5489.23,4.06,0.45,6.48,317.96
2025-09-28,Campaign_004,Instagram,11374,1291,73,1597.01,3969.26,11.35,1.24,5.65,148.54
2025-09-27,Campaign_006,Instagram,27819,1287,171,4686.16,8666.19,4.63,3.64,13.29,84.93
2025-09-26,Campaign_009,Instagram,54338,4211,106,4437.07,8727.59,7.75,1.05,2.52,96.7
2025-09-25,Campaign_008,Facebook,33221,4134,131,2842.66,7392.69,12.44,0.69,3.17,160.06
2025-09-24,Campaign_007,Instagram,74269,3247,109,1390.83,746.67,4.37,0.43,3.36,-46.31
2025-09-23,Campaign_001,Facebook,34591,3702,59,4909.63,2559.94,10.7,1.33,1.59,-47.86
2025-09-22,Campaign_004,Instagram,66054,2332,185,4978.07,6496.77,3.53,2.13,7.93,30.51
2025-09-21,Campaign_008,LinkedIn,28415,1647,22,2533.33,5052.34,5.8,1.54,1.34,99.43
2025-09-20,Campaign_009,Google Ads,12979,338,199,2784.81,4672.65,2.6,8.24,58.88,67.79
2025-09-19,Campaign_008,Google Ads,22400,3029,134,2972.55,9126.8,13.52,0.98,4.42,207.04
2025-09-18,Campaign_004,Facebook,22695,2340,30,4380.15,3140.61,10.31,1.87,1.28,-28.3
2025-09-17,Campaign_004,LinkedIn,15857,3595,44,949.42,3248.62,22.67,0.26,1.22,242.17
2025-09-16,Campaign_010,Instagram,91323,1989,88,4426.38,7272.33,2.18,2.23,4.42,64.3
2025-09-15,Campaign_003,Twitter,9348,1658,31,4723.58,3398.29,17.74,2.85,1.87,-28.06
2025-09-14,Campaign_004,Instagram,82333,3589,30,1152.67,7790.49,4.36,0.32,0.84,575.86
2025-09-13,Campaign_005,Instagram,56465,4995,165,1676.71,8752.67,8.85,0.34,3.3,422.01
2025-09-12,Campaign_001,Google Ads,58952,1528,197,1204.48,2585.86,2.59,0.79,12.89,114.69
2025-09-11,Campaign_003,LinkedIn,81795,4740,126,3008.68,8236.1,5.79,0.63,2.66,173.74
2025-09-10,Campaign_010,Google Ads,17333,4071,53,807.51,7068.61,23.49,0.2,1.3,775.36
2025-09-09,Campaign_009,Google Ads,34838,3063,160,4692.1,690.22,8.79,1.53,5.22,-85.29
2025-09-08,Campaign_001,LinkedIn,67945,2111,60,163.28,4817.57,3.11,0.08,2.84,2850.5
2025-09-07,Campaign_002,Google Ads,95854,1377,101,143.7,5431.2,1.44,0.1,7.33,3679.54
2025-09-06,Campaign_003,Twitter,15697,199,127,3705.86,3669.98,1.27,18.62,63.82,-0.97
2025-09-05,Campaign_010,Instagram,35097,3544,160,3485.98,9555.76,10.1,0.98,4.51,174.12
2025-12-03,Campaign_008,Google Ads,89458,1141,194,4665.72,645.09,1.28,4.09,17.0,-86.17
2025-12-02,Campaign_003,Facebook,23579,4335,128,3010.6,2183.23,18.39,0.69,2.95,-27.48
2025-12-01,Campaign_006,Google Ads,42479,3335,140,71.27,4529.04,7.85,0.02,4.2,6254.76
2025-11-30,Campaign_009,LinkedIn,41610,2251,188,490.0,9778.23,5.41,0.22,8.35,1895.56
2025-11-29,Campaign_005,Instagram,48650,3702,64,681.5,4237.94,7.61,0.18,1.73,521.85
2025-11-28,Campaign_008,Twitter,79583,4361,17,2976.15,3844.67,5.48,0.68,0.39,29.18
2025-11-27,Campaign_006,Instagram,89947,535,151,1602.44,9530.48,0.59,3.0,28.22,494.75
2025-11-26,Campaign_007,Twitter,77340,1422,44,2483.75,3222.7,1.84,1.75,3.09,29.75
2025-11-25,Campaign_005,Instagram,78578,2741,117,60.1,9183.28,3.49,0.02,4.27,15180.0
2025-11-24,Campaign_001,LinkedIn,18580,2322,140,1223.07,3169.15,12.5,0.53,6.03,159.11
2025-11-23,Campaign_003,Twitter,45976,2986,80,2100.58,2316.94,6.49,0.7,2.68,10.3
2025-11-22,Campaign_004,Twitter,20123,4377,171,503.54,3143.9,21.75,0.12,3.91,524.36
2025-11-21,Campaign_004,Google Ads,46571,1327,141,1895.59,3613.89,2.85,1.43,10.63,90.65
2025-11-20,Campaign_005,Facebook,48604,1150,156,2158.3,924.0,2.37,1.88,13.57,-57.19
2025-11-19,Campaign_004,Twitter,61299,1504,119,156.27,7323.42,2.45,0.1,7.91,4586.39
2025-11-18,Campaign_002,Facebook,87957,4187,164,782.04,3688.07,4.76,0.19,3.92,371.6
2025-11-17,Campaign_008,Instagram,93195,454,81,1477.12,593.1,0.49,3.25,17.84,-59.85
2025-11-16,Campaign_008,Google Ads,77963,2949,80,4211.8,527.47,3.78,1.43,2.71,-87.48
2025-11-15,Campaign_008,Twitter,99867,3720,53,1934.6,7399.18,3.72,0.52,1.42,282.47
2025-11-14,Campaign_004,LinkedIn,46155,816,33,341.96,7926.27,1.77,0.42,4.04,2217.89
2025-11-13,Campaign_010,Google Ads,43413,2897,172,2283.93,2753.11,6.67,0.79,5.94,20.54
2025-11-12,Campaign_001,Facebook,80279,1312,156,2922.38,4261.09,1.63,2.23,11.89,45.81
2025-11-11,Campaign_009,Twitter,14913,3293,165,2008.14,2353.32,22.08,0.61,5.01,17.19
2025-11-10,Campaign_003,Facebook,25957,839,9,1307.2,3591.91,3.23,1.56,1.07,174.78
2025-11-09,Campaign_006,Instagram,80436,3533,12,1011.67,9723.32,4.39,0.29,0.34,861.12
2025-11-08,Campaign_009,Instagram,18162,2279,66,4638.18,8109.22,12.55,2.04,2.9,74.84
2025-11-07,Campaign_009,Twitter,49433,2807,47,238.68,7200.77,5.68,0.09,1.67,2916.91
2025-11-06,Campaign_004,Google Ads,32748,3230,136,2827.95,947.03,9.86,0.88,4.21,-66.51
2025-11-05,Campaign_003,Google Ads,86562,4340,1,4237.25,9508.55,5.01,0.98,0.02,124.4
2025-11-04,Campaign_005,Instagram,48321,1979,73,2027.83,1601.76,4.1,1.02,3.69,-21.01
2025-11-03,Campaign_008,Facebook,50154,171,114,972.06,3860.18,0.34,5.68,66.67,297.11
2025-11-02,Campaign_005,Facebook,69151,3393,50,3219.91,5150.5,4.91,0.95,1.47,59.96
2025-11-01,Campaign_009,LinkedIn,56489,4639,111,373.05,9754.78,8.21,0.08,2.39,2514.87
2025-10-31,Campaign_009,Facebook,2018,2002,159,4382.36,4902.69,99.21,2.19,7.94,11.87
2025-10-30,Campaign_009,Google Ads,43652,3534,174,3924.04,2078.79,8.1,1.11,4.92,-47.02
2025-10-29,Campaign_002,Facebook,37401,4895,133,3687.07,896.21,13.09,0.75,2.72,-75.69
2025-10-28,Campaign_007,Twitter,35949,3160,50,2459.37,4304.53,8.79,0.78,1.58,75.03
2025-10-27,Campaign_008,LinkedIn,23315,132,120,4052.3,6960.1,0.57,30.7,90.91,71.76
2025-10-26,Campaign_010,LinkedIn,83710,1421,182,2491.9,2194.66,1.7,1.75,12.81,-11.93
2025-10-25,Campaign_002,Instagram,98084,3324,51,916.32,3758.29,3.39,0.28,1.53,310.15
2025-10-24,Campaign_004,Instagram,92676,2559,150,2479.3,2749.9,2.76,0.97,5.86,10.91
2025-10-23,Campaign_001,Twitter,66968,3858,188,2885.93,9645.02,5.76,0.75,4.87,234.21
2025-10-22,Campaign_001,Facebook,12137,3281,74,1955.72,9140.12,27.03,0.6,2.26,367.35
2025-10-21,Campaign_008,Twitter,54721,1893,49,810.14,8593.31,3.46,0.43,2.59,960.72
2025-10-20,Campaign_001,LinkedIn,83831,2189,39,109.67,3688.34,2.61,0.05,1.78,3263.13
2025-10-19,Campaign_006,LinkedIn,43946,546,13,2510.88,2347.58,1.24,4.6,2.38,-6.5
2025-10-18,Campaign_006,Facebook,78990,1082,0,937.21,6477.27,1.37,0.87,0.0,591.12
2025-10-17,Campaign_007,Facebook,20572,4854,113,4282.72,7165.81,23.6,0.88,2.33,67.32
2025-10-16,Campaign_006,Twitter,97576,559,35,4018.29,1237.11,0.57,7.19,6.26,-69.21
2025-10-15,Campaign_003,Facebook,13411,1440,151,4602.18,9262.88,10.74,3.2,10.49,101.27
2025-10-14,Campaign_008,Google Ads,96995,3282,196,4304.72,4670.57,3.38,1.31,5.97,8.5
2025-10-13,Campaign_007,Facebook,88580,3742,3,4370.57,8346.85,4.22,1.17,0.08,90.98
2025-10-12,Campaign_008,LinkedIn,56329,3870,190,936.56,4488.32,6.87,0.24,4.91,379.23
2025-10-11,Campaign_006,Google Ads,52432,952,188,4077.07,7806.16,1.82,4.28,19.75,91.46
2025-10-10,Campaign_008,LinkedIn,94594,1771,124,3085.06,9397.56,1.87,1.74,7.0,204.62
2025-10-09,Campaign_002,Instagram,28244,4689,157,515.7,9652.6,16.6,0.11,3.35,1771.75
2025-10-08,Campaign_001,Twitter,4636,3060,185,4345.84,5872.88,66.01,1.42,6.05,35.14
2025-10-07,Campaign_006,Google Ads,48722,446,150,1957.42,1398.24,0.92,4.39,33.63,-28.57
2025-10-06,Campaign_007,Facebook,72406,4855,166,2499.3,7789.04,6.71,0.51,3.42,211.65
2025-10-05,Campaign_008,LinkedIn,33379,4131,46,3494.21,2338.82,12.38,0.85,1.11,-33.07
2025-10-04,Campaign_008,LinkedIn,77113,3614,99,3413.12,1252.12,4.69,0.94,2.74,-63.31
2025-10-03,Campaign_010,Google Ads,82462,823,11,3808.0,1610.17,1.0,4.63,1.34,-57.72
2025-10-02,Campaign_005,Facebook,83012,4892,114,2866.27,4517.02,5.89,0.59,2.33,57.59
2025-10-01,Campaign_004,Instagram,72528,4864,184,4620.3,4925.27,6.71,0.95,3.78,6.6
2025-09-30,Campaign_009,Google Ads,61797,409,185,772.54,9725.78,0.66,1.89,45.23,1158.94
2025-09-29,Campaign_005,LinkedIn,2094,1903,196,4093.43,3453.28,90.88,2.15,10.3,-15.64
2025-09-28,Campaign_010,Facebook,71009,270,184,4026.0,3408.45,0.38,14.91,68.15,-15.34
2025-09-27,Campaign_009,Twitter,12142,3315,85,532.15,6477.62,27.3,0.16,2.56,1117.25
2025-09-26,Campaign_005,Twitter,92018,4155,100,709.42,5555.89,4.52,0.17,2.41,683.16
2025-09-25,Campaign_004,LinkedIn,43619,2356,189,1430.98,6469.34,5.4,0.61,8.02,352.09
2025-09-24,Campaign_001,Google Ads,18542,3877,8,891.99,1208.14,20.91,0.23,0.21,35.44
2025-09-23,Campaign_004,Twitter,31388,3199,6,2876.3,2308.79,10.19,0.9,0.19,-19.73
2025-09-22,Campaign_008,Facebook,36432,4845,54,1582.06,4292.65,13.3,0.33,1.11,171.33
2025-09-21,Campaign_008,Google Ads,11698,803,100,4159.37,5692.98,6.86,5.18,12.45,36.87
2025-09-20,Campaign_007,LinkedIn,70828,2445,126,2476.23,9310.64,3.45,1.01,5.15,276.0
2025-09-19,Campaign_006,Instagram,35951,2357,150,1832.81,507.74,6.56,0.78,6.36,-72.3
2025-09-18,Campaign_006,Google Ads,6328,2304,54,2040.87,1862.49,36.41,0.89,2.34,-8.74
2025-09-17,Campaign_008,LinkedIn,71976,25,134,2742.23,8075.97,0.03,109.69,536.0,194.5
2025-09-16,Campaign_007,Google Ads,44470,4486,171,100.8,5572.0,10.09,0.02,3.81,5427.78
2025-09-15,Campaign_001,Instagram,88333,571,36,3406.22,610.05,0.65,5.97,6.3,-82.09
2025-09-14,Campaign_009,Instagram,86108,1083,1,3661.05,536.33,1.26,3.38,0.09,-85.35
2025-09-13,Campaign_007,Google Ads,22307,2327,38,2326.32,5212.05,10.43,1.0,1.63,124.05
2025-09-12,Campaign_007,Twitter,50594,4229,113,4337.23,4053.33,8.36,1.03,2.67,-6.55
2025-09-11,Campaign_005,LinkedIn,74878,2820,35,1254.21,4519.78,3.77,0.44,1.24,260.37
2025-09-10,Campaign_006,Twitter,97146,2029,173,1596.82,7301.88,2.09,0.79,8.53,357.28
2025-09-09,Campaign_004,Instagram,70130,659,138,4473.28,2363.77,0.94,6.79,20.94,-47.16
2025-09-08,Campaign_008,Twitter,91693,3854,57,1819.24,1881.9,4.2,0.47,1.48,3.44
2025-09-07,Campaign_010,Google Ads,51848,3601,187,2598.65,8908.27,6.95,0.72,5.19,242.8
2025-09-06,Campaign_002,Twitter,9147,3328,111,784.95,1371.41,36.38,0.24,3.34,74.71
2025-09-05,Campaign_003,Instagram,45095,4613,46,2032.8,8048.28,10.23,0.44,1.0,295.92
2025-12-03,Campaign_008,Facebook,70310,610,66,2612.75,9187.89,0.87,4.28,10.82,251.66
2025-12-02,Campaign_003,Instagram,92261,4900,34,2990.29,9939.29,5.31,0.61,0.69,232.39
2025-12-01,Campaign_010,Facebook,14890,3631,83,1105.94,614.09,24.39,0.3,2.29,-44.47
2025-11-30,Campaign_001,Twitter,23467,1600,1,3357.4,1407.27,6.82,2.1,0.06,-58.08
2025-11-29,Campaign_009,Google Ads,66511,1274,111,2796.62,1660.26,1.92,2.2,8.71,-40.63
2025-11-28,Campaign_008,Twitter,11985,3659,175,3467.82,9616.86,30.53,0.95,4.78,177.32
2025-11-27,Campaign_010,LinkedIn,15473,4817,136,4411.4,5469.81,31.13,0.92,2.82,23.99
2025-11-26,Campaign_001,LinkedIn,77770,2224,16,4903.02,2863.6,2.86,2.2,0.72,-41.6
2025-11-25,Campaign_001,Facebook,51103,1985,180,4682.47,9527.28,3.88,2.36,9.07,103.47
2025-11-24,Campaign_008,Instagram,3524,3279,195,53.58,3381.93,93.05,0.02,5.95,6211.93
2025-11-23,Campaign_007,Instagram,16269,4988,106,495.74,6428.44,30.66,0.1,2.13,1196.74
2025-11-22,Campaign_006,LinkedIn,27726,373,199,2761.89,9169.14,1.35,7.4,53.35,231.99
2025-11-21,Campaign_004,LinkedIn,38378,1969,84,4306.44,4349.11,5.13,2.19,4.27,0.99
2025-11-20,Campaign_007,Instagram,19466,2205,75,1759.75,4076.71,11.33,0.8,3.4,131.66
2025-11-19,Campaign_008,Facebook,48766,3645,126,4621.64,7158.68,7.47,1.27,3.46,54.89
2025-11-18,Campaign_005,Google Ads,79035,1991,131,3241.67,4070.31,2.52,1.63,6.58,25.56
2025-11-17,Campaign_007,Google Ads,80111,3127,54,4975.18,8032.28,3.9,1.59,1.73,61.45
2025-11-16,Campaign_004,Twitter,15733,207,136,418.43,8310.98,1.32,2.02,65.7,1886.23
2025-11-15,Campaign_001,Facebook,99779,4797,176,4687.99,8583.04,4.81,0.98,3.67,83.09
2025-11-14,Campaign_006,LinkedIn,99509,1053,161,2753.97,4652.31,1.06,2.62,15.29,68.93
2025-11-13,Campaign_002,Instagram,31620,385,161,119.65,2740.93,1.22,0.31,41.82,2190.79
2025-11-12,Campaign_010,LinkedIn,14652,3208,68,2442.15,558.68,21.89,0.76,2.12,-77.12
2025-11-11,Campaign_003,Twitter,16874,2901,122,1061.42,6499.9,17.19,0.37,4.21,512.38
2025-11-10,Campaign_005,Twitter,41348,2662,93,3108.93,2763.7,6.44,1.17,3.49,-11.1
2025-11-09,Campaign_007,Google Ads,42078,386,41,1979.23,9450.09,0.92,5.13,10.62,377.46
2025-11-08,Campaign_003,Facebook,24402,1799,198,901.0,8664.17,7.37,0.5,11.01,861.62
2025-11-07,Campaign_001,Instagram,85517,670,13,4280.06,144.78,0.78,6.39,1.94,-96.62
2025-11-06,Campaign_003,Twitter,96909,1782,189,112.7,6667.03,1.84,0.06,10.61,5815.73
2025-11-05,Campaign_006,Google Ads,97690,3751,116,2278.98,916.47,3.84,0.61,3.09,-59.79
2025-11-04,Campaign_007,Facebook,47371,3935,41,3785.94,6117.09,8.31,0.96,1.04,61.57
